project_id;project_name;app_id;app_name;first_seen_at;last_seen_at;last_seen_app_version;last_seen_ip_country;last_seen_platform;last_seen_platform_version;last_seen_sdk_version;last_seen_locale;price_experiment_id;price_experiment_variant;email;phone_number;media_source;campaign;ad_group;ad;keyword;creative;idfa;idfv;gps_ad_id;custom_attributes;has_made_sandbox_purchase;latest_entitlement;latest_product;is_rc_promo;first_purchase_at;trial_start_at;trial_end_at;most_recent_purchase_at;most_recent_renewal_at;latest_expiration_at;subscription_opt_out_at;trial_opt_out_at;total_renewals;total_spent;latest_store;latest_store_country;latest_auto_renew_intent;all_purchased_product_ids;most_recent_billing_issues_at;status;has_made_a_non_subscription_purchase;latest_offer;latest_offer_type;latest_purchased_offering;latest_ownership_type;app_user_id
a2c54556;Speakeasy;appa50cc30c2d;Speakeasy AI Dictation (App Store);1716333800966;1716333817000;1.1.4;SA;iOS;Version 17.4.1 (Build 21E236);4.41.1;"en-US,en;q=0.9";;;;;;;;;;;;E4D76F96-286E-4105-9BAF-6E8ADE11826F;;;f;;;;;;;;;;;;;;;;f;;;;f;;;;;ZOPHuE5qzMZpUxcRovv2WzJRZLG2
a2c54556;Speakeasy;;;1717779115141;1717779115147;;;;;;;;;;;;;;;;;;;;;f;;;;;;;;;;;;;;;;f;;;;f;;;;;$RCAnonymousID:7da950afbcdf47df9d69097adc5f04b9
a2c54556;Speakeasy;;;1717514296891;1717514296898;;;;;;;;;;;;;;;;;;90E9DFE3-511E-4E22-9558-35DD4B42EEA3;;;f;;;;;;;;;;;;;;;;f;;;;f;;;;;jOPwOUBUz9euLlJ8b5VayHWSAx82
a2c54556;Speakeasy;;;1717557652801;1717557652816;;;;;;;;;;;;;;;;;;AE016A9A-806A-40CF-87A1-AB9B9DAF02A7;;;f;;;;;;;;;;;;;;;;f;;;;f;;;;;0YGZiVhnNgeH04lpEpJtPjTimTj2
a2c54556;Speakeasy;appa50cc30c2d;Speakeasy AI Dictation (App Store);1716470575864;1716470597000;1.1.4;PH;iOS;Version 16.7.7 (Build 20H330);4.41.1;"en-US,en;q=0.9";;;;;;;;;;;;FE8D3137-EC86-4FF3-9095-92B1663CE76A;;;f;;;;;;;;;;;;;;;;f;;;;f;;;;;womIoiScRDSI4hggUxTSCp1zCCt1
a2c54556;Speakeasy;appa50cc30c2d;Speakeasy AI Dictation (App Store);1715985218496;1717506467000;1.1.4;US;iOS;Version 16.3.1 (Build 20D67);4.41.1;"en-US,en;q=0.9";;;;;;;;;;;;89BB40C5-6538-435E-B438-11EAA2F5A2A6;;;f;;;;;;;;;;;;;;;;f;;;;f;;;;;Pdl6euaHbmTSNqF1x1lXJnEMfSA3
a2c54556;Speakeasy;appa50cc30c2d;Speakeasy AI Dictation (App Store);1717195087078;1717195087000;1.1.4;US;iOS;Version 17.4.1 (Build 21E236);4.41.1;"en-US,en;q=0.9";;;;;;;;;;;;2820F873-18CA-4937-9F73-37BDF5D3AC46;;;f;;;;;;;;;;;;;;;;f;;;;f;;;;;$RCAnonymousID:8129ac4142fa48a1b2621a2d5cf0b267
a2c54556;Speakeasy;appa50cc30c2d;Speakeasy AI Dictation (App Store);1715358837989;1715358999000;1.1.4;KR;iOS;Version 17.4.1 (Build 21E236);4.41.1;"en-US,en;q=0.9";;;;;;;;;;;;9A6040CA-3446-45DD-BCFD-076E5DD72996;;;f;;;;;;;;;;;;;;;;f;;;;f;;;;;g2mTGuHJRuPGniJAlwkdu1qiNOw2
a2c54556;Speakeasy;appa50cc30c2d;Speakeasy AI Dictation (App Store);1716221936131;1716221949000;1.1.4;IT;iOS;Version 17.4.1 (Build 21E236);4.41.1;"it-IT,it;q=0.9";;;;;;;;;;;;B37BDDF7-ADE2-4C40-890B-0EE0300AC935;;;f;;;;;;;;;;;;;;;;f;;;;f;;;;;h9Pux9rSJLUFT9nNLhDUFQUt6tO2
a2c54556;Speakeasy;appa50cc30c2d;Speakeasy AI Dictation (App Store);1716483262384;1716483274000;1.1.4;US;iOS;Version 17.5.1 (Build 21F90);4.41.1;"en-US,en;q=0.9";;;;;;;;;;;;BDCB9498-DF3C-497B-8DB5-EE7127A7E82B;;;f;;;;;;;;;;;;;;;;f;;;;f;;;;;YnVoekPdxSZJyewQuT0J8MYCMeb2
a2c54556;Speakeasy;appa50cc30c2d;Speakeasy AI Dictation (App Store);1715960233177;1715960233000;1.1.4;FI;iOS;Version 16.7.7 (Build 20H330);4.41.1;"fi-FI,fi;q=0.9";;;;;;;;;;;;C29695C1-BEA0-407E-B8AE-9618E40C9A9F;;;f;;;;;;;;;;;;;;;;f;;;;f;;;;;$RCAnonymousID:ddb2d8c894f248c8a7a958b74f57df94
a2c54556;Speakeasy;appa50cc30c2d;Speakeasy AI Dictation (App Store);1717628093555;1717628093000;1.1.4;US;iOS;Version 17.5.1 (Build 21F90);4.41.1;"en-US,en;q=0.9";;;;;;;;;;;;;;;f;;;;;;;;;;;;;;;;f;;;;f;;;;;$RCAnonymousID:b92885a78cbb43ca9452928d0db4fbd9
a2c54556;Speakeasy;appa50cc30c2d;Speakeasy AI Dictation (App Store);1717567688665;1717567688000;1.1.4;NL;iOS;Version 17.5.1 (Build 21F90);4.41.1;"en-US,en;q=0.9";;;;;;;;;;;;561C912D-43DC-45A5-AD99-097CF3858873;;;f;;;;;;;;;;;;;;;;f;;;;f;;;;;YAZSRMp9oGRr2JPX9XeNWnMDCaG2
a2c54556;Speakeasy;appa50cc30c2d;Speakeasy AI Dictation (App Store);1715931117718;1715931117000;1.1.4;ID;iOS;Version 17.4.1 (Build 21E236);4.41.1;"ru";;;;;;;;;;;;C12DC396-766F-4A6B-9905-5D69A87D4866;;;f;;;;;;;;;;;;;;;;f;;;;f;;;;;ot7fNtjWZjf7FOnLGbAbni5jAv52
a2c54556;Speakeasy;appa50cc30c2d;Speakeasy AI Dictation (App Store);1715977942226;1717513256000;1.1.4;US;iOS;Version 17.4.1 (Build 21E236);4.41.1;"en-US,en;q=0.9";;;;;;;;;;;;ECB130CE-8139-46A3-BEA8-2188D73AB494;;;f;;;;;;;;;;;;;;;;f;;;;f;;;;;gzojYE9etiWrui31jfaUjAHyfVt1
a2c54556;Speakeasy;appa50cc30c2d;Speakeasy AI Dictation (App Store);1716414356363;1716414356000;1.1.4;US;iOS;Version 17.5 (Build 21F5048f);4.41.1;"en-US,en;q=0.9";;;;;;;;;;;;;;;f;;;;;;;;;;;;;;;;f;;;;f;;;;;$RCAnonymousID:46bcd7a9ae864bea9f33bbf0afbc2753
a2c54556;Speakeasy;appa50cc30c2d;Speakeasy AI Dictation (App Store);1716235810480;1717381657000;1.1.4;US;iOS;Version 17.4.1 (Build 21E237);4.41.1;"en-US,en;q=0.9";;;;;;;;;;;;CCA347CE-9CE9-415F-B81A-6D86A0CDFE4F;;;f;;;;;;;;;;;;;;;;f;;;;f;;;;;5VmbjBU8LVT8sMn3tTnIJ1Ucxdg2
