606,O2,By haril song,342,This is a syntax converting plugin to make Obsidian Markdown syntax compatible with other Markdown syntax.,https://github.com/songkg7/o2
607,Task Marker,By wenlzhang,3197,"Change task status and append text with hotkeys and context menu. Create, complete, cancel and mark tasks, cycle among configured task statuses, and append text (automatically).",https://github.com/wenlzhang/obsidian-task-marker
608,Quick Switcher++,By darlal,99388,"Enhanced Quick Switcher, search open panels, and symbols.",https://github.com/darlal/obsidian-switcher-plus
609,Simple Mention,By der-tobi,1094,Get highlighted mentions and mention suggestions. Find all occurrences of a mention.,https://github.com/der-tobi/obsidian-simple-mention
610,Copilot,By Logan Yang,6518,A ChatGPT Copilot in Obsidian.,https://github.com/logancyang/obsidian-copilot
611,Aosr,By linanwx,2420,Another Obsidian spaced repetition. It uses flashcards to help review and remember knowledge.,https://github.com/linanwx/aosr
612,Quran Lookup,By Abu Ibrahim,369,Easily add Quran verses and translations in Obsidian with this text replacement plugin.,https://github.com/abuibrahim2/quranlookup
613,Code Files,By Lukas Bach,1205,Edit Code Files in Obsidian with VS Code's powerful Monaco Editor.,https://github.com/lukasbach/obsidian-code-files
614,Annotator,By Elias Sundqvist,200071,Read and annotate PDFs and EPUBs in Obsidian.,https://github.com/elias-sundqvist/obsidian-annotator
615,Quip,By sblakey,484,Commands to publish Obsidian notes to Quip.com.,https://github.com/sblakey/obsidian-quip
616,Local Quotes,By decatetsu,1637,Collect your quotes from all over the repository and embed them in different locations with refresh delays.,https://github.com/decatetsu/local-quotes
617,Link Favicons,By Johannes Theiner,15276,See the favicon for a linked website.,https://github.com/joethei/obsidian-link-favicon
618,AI Commander,By Simon Yang,2554,"Generate audio transcripts, images, and text in context of PDF attachments or web search results using OpenAI and Bing API.",https://github.com/yzh503/obsidian-aicommander-plugin
619,Text Expander,By Nikita Konodyuk,6633,"Expand text shortcuts, run shell commands and Python scripts right in your editor.",https://github.com/konodyuk/obsidian-text-expander
620,Random To-Do,By NatiAris,935,"Open a random file containing your custom to-do marker, or a random marker at its position.",https://github.com/NatiAris/obsidian-random-todo
621,Better File Link,By Marc Julian Schwarz,8240,Add better external file links to notes.,https://github.com/marcjulianschwarz/obsidian-file-link
622,QuickAdd,By Christian B. B. Houmann,317263,Quickly add new notes or content to your vault.,https://github.com/chhoumann/quickadd
623,Dataview,By Michael Brenan,813178,Advanced queries over your vault for the data-obsessed.,https://github.com/blacksmithgu/obsidian-dataview
624,New Note New Window,By Pedro Reyes,629,Plugin for easily opening new notes in a floating window.,https://github.com/Pr0dt0s/new-note-new-window
625,Material Symbols,By Cristoph Berane,281,Adds the material symbols (outlined) to Obsidian.,https://github.com/cberane/obsidian-material-symbols
626,Longform,By Kevin Barrett,25991,"Helps you write and edit novels, screenplays, and other long projects.",https://github.com/kevboh/longform
627,Emotion Picker,By dartungar,1979,Choose an emotion from a list to insert into a note.,https://github.com/dartungar/obsidian-emotion-picker
628,Text Generator,By Noureddine Haouari,100570,Text generator is a handy plugin that helps you generate text content using GPT-3 (OpenAI).,https://github.com/nhaouari/obsidian-textgenerator-plugin
629,Search Everywhere,By Mom0,2148,Search everywhere by pressing double shift like in IntelliJ.,https://github.com/Mom0aut/obsidian-search-everywhere
630,Blockquote Levels,By Carlo Zottmann,684,Adds commands for increasing/decreasing the blockquote level of the current line or selection(s).,https://github.com/czottmann/obsidian-blockquote-levels
631,Fuzzy Chinese Pinyin,By lazyloong,496,Provide the function of fuzzy search using Chinese Pinyin.,https://github.com/lazyloong/obsidian-fuzzy-chinese
632,Tag Search,By R. W. Blickhan,938,Fuzzy-find your tags!,https://github.com/rwblickhan/obsidian-tag-search
633,Hover Editor,By NothingIsLost,98610,Transform the Page Preview hover popover into a fully working editor instance.,https://github.com/nothingislost/obsidian-hover-editor
634,Daily Notes Viewer,By Johnson0907,5468,Help you to view some recent daily notes on one page.,https://github.com/Johnson0907/obsidian-daily-notes-viewer
635,Smart Links,By David Lynch,693,Auto-linking of customizable strings,https://github.com/kemayo/obsidian-smart-links
636,Chronology,By Gabriele Cannata,9089,Provides a calendar and a timeline of the notes creation and modification.,https://github.com/Canna71/obsidian-chronology
637,Rapid Notes,By valteriomon,1124,Create and place notes quickly in specific folders based on predefined prefixes.,https://github.com/valteriomon/obsidian-rapid-notes
638,Calendar,By Liam Cain,635441,Simple calendar widget for Obsidian.,https://github.com/liamcain/obsidian-calendar-plugin
639,Spoiler Block,By AllJavi,1043,Hide information until you want to reveal it.,https://github.com/AllJavi/spoiler-block-obsidian
640,Wrap with shortcuts,By Manic Chuang,2446,"Wrap selected text in custom tags with shortcuts. E.g.: underline, sub, ruby(フリガナ).",https://github.com/manic/obsidian-wrap-with-shortcuts
641,Translate,By Fevol,3898,"Translate text and notes with Google Translate, DeepL, Azure, and more.",https://github.com/Fevol/obsidian-translate
642,PARA Shortcuts,By gOAT,1321,Serves useful commands to setup and manage your knowledge using the PARA method.,https://github.com/gOATiful/para-shortcuts
643,Reading Time,By avr,32820,Add the current note's reading time to Obsidian's status bar.,https://github.com/avr/obsidian-reading-time
644,Calibre,By caronchen,5333,Access your Calibre libraries and read books directly in Obsidian.,https://github.com/caronchen/obsidian-calibre-plugin
645,Temple,By garyng,1542,"Templating in Obsidian, powered by Nunjucks.",https://github.com/garyng/obsidian-temple
646,Marp Slides,By Samuele Cozzi,872,Create Marp presentations in Obsidian.,https://github.com/samuele-cozzi/obsidian-marp-slides
647,Relative Find,By phibr0,846,Search relative to your cursor position.,https://github.com/phibr0/obsidian-relative-find
648,Canvas Presentation,By Boninall,2991,Helps you display cards based on sequence.,https://github.com/Quorafind/Obsidian-Canvas-Presentation
649,Daily notes opener,By Reorx,2474,Easily open daily notes and periodic notes in new pane; customize periodic notes background; quick append new line to daily notes.,https://github.com/reorx/obsidian-daily-notes-opener
650,Julian Date,By thek3nger,796,Add a shortcut to insert the current Julian date for astronomical observations.,https://github.com/THeK3nger/obsidian-juliandate
651,Dynamic RTL,By mwxgaf,3906,"Dynamic RTL/LTR direction per line/paragraph, dependant on language!",https://github.com/mwxgaf/obsidian-dynamic-rtl
652,S3 Image Uploader,By jvsteiner,320,An image uploader for Obsidian that allows you to self-host images on AWS S3.,https://github.com/jvsteiner/s3-image-uploader
653,Canvas CSS class,By Lisandra-dev,4172,"Add a CSS class to the canvas, but also other attributes.",https://github.com/Lisandra-dev/obsidian-canvas-css-class
654,Drag-n-Drop for blocks,By Artem Barmin,11815,Allow moving/copying/and creation embeds for blocks with drag-n-drop just like Logseq or Roam Research.,https://github.com/artem-barmin/obsidian-block-drag-n-drop
655,Gemmy,By Obsidian,1441,Obsidian Unhelper. 2023 April Fool's plugin brought to you by Obsidian.,https://github.com/ericaxu/gemmy
656,Reset Font Size,By luckman212,1723,Adds button and command to reset the font size back to its default value.,https://github.com/luckman212/obsidian-reset-font-size
657,Find & Replace in Selection,By TClark1011,2319,Replace text within your current selection.,https://github.com/TClark1011/obsidian-find-and-replace-in-selection
658,File Color,By ecustic,10470,Set colors on folders and files in the file tree.,https://github.com/ecustic/obsidian-file-color
659,Short links,By Scott Moore,2251,"Display short internal links to files, notes, headings, and blocks.",https://github.com/scottwillmoore/obsidian-short-links
660,Weather Fetcher,By fyears,2699,Fetch and insert current weather into the editor of Obsidian.,https://github.com/fyears/weather-fetcher
661,Obsidian OCR,By Jonas Mohr,4181,Use optical character recognition to search for text in you images and PDFs.,https://github.com/MohrJonas/obsidian-ocr
662,Set In Obsidian,By Sandorex,888,Plugin for time planning.,https://github.com/sandorex/set-in-obsidian-plugin
663,Read Later,By Gabriele Cannata,1179,"Synch web pages to Markdown and integrate with read-it-later apps (Pocket, Instapaper).",https://github.com/Canna71/obsidian-readlater
664,KOReader Highlights,"By Federico ""Edo"" Granata",715,Sync highlights/notes from KOReader,https://github.com/Edo78/obsidian-koreader-sync
665,NoteTweet,By Christian B. B. Houmann,1867,Post tweets from Obsidian.,https://github.com/chhoumann/notetweet_obsidian
666,Semantic Search,By bbawj,608,Semantic search for files using OpenAI's text embeddings.,https://github.com/bbawj/obsidian-semantic-search
667,DMN Plugin,By joleaf,136,Enables viewing DMNs using dmn-js.,https://github.com/joleaf/obsidian-dmn-plugin
668,Open cards in imdone from Obsidian.,By saxmanjes,936,Open cards in imdone kanban from their source in Obsidian.  Open cards from imdone in Obsidian at their source.,https://github.com/imdone/imdone-obsidian-plugin
669,Show Whitespace,By death_au,10363,Show whitespace in the editor.,https://github.com/deathau/cm-show-whitespace-obsidian
670,File Cooker,By iuian,2569,"Deal batch notes from search results,current file, or Dataview query string.",https://github.com/ivaneye/obsidian-files-cooker
671,Cursor Location,By Sean Slater,3498,This displays the location of the cursor (character and line number).,https://github.com/spslater/obsidian-cursor-location-plugin
672,Flashcards,By Alex Colucci,30798,Anki integration.,https://github.com/reuseman/flashcards-obsidian
673,IVRE,By The IVRE contributors,127,IVRE integration for Obsidian: grab data from IVRE and bring it into Obsidian notes.,https://github.com/ivre/obsidian-ivre-plugin
674,Emoji Magic,By simplgy,1758,"Easily add emoji, with a powerful keyword search.",https://github.com/SimplGy/obsidian-emoji-magic
675,OpenWeather,By willasm,1102,Returns the current weather from OpenWeather in a configurable string format.,https://github.com/willasm/obsidian-open-weather
676,Flomo Importer,By Jialu Y,311,Make Flomo memos to Obsidian Notes.,https://github.com/jia6y/flomo-to-obsidian
677,Text Snippets,By Ariana Khitrova,17538,"Snippets for faster typing. Allows you to replace text templates, create your own, and expand text shortcuts.",https://github.com/ArianaKhit/text-snippets-obsidian
678,Persistent Graph,By Sanqui,5097,Save and restore the positions of nodes on your graph.,https://github.com/Sanqui/obsidian-persistent-graph
679,Image Inserter,By Ray Hao,3680,Help users easily search and insert images to editors from Unsplash.,https://github.com/cloudy9101/obsidian-image-inserter
680,Export To TeX,By Zach Raines,3721,Export vault files in a format amenable to pasting into a TeX document.,https://github.com/raineszm/obsidian-export-to-tex
681,Transcription,By djmango (Sulaiman Ghori),2845,Plugin to create high-quality transcriptions via Whisper from Markdown linked audio files.,https://github.com/djmango/obsidian-transcription
682,Obsidian Orthography,By denisoed,5002,Check & fix orthography errors in text.,https://github.com/denisoed/obsidian-orthography
683,qmd as md,By Daniel Borek,420,Provides an initial support for viewing files with .qmd extension. QMD files contain a combination of Markdown and executable code cells and are a format supported by Quarto open source publishing system.,https://github.com/danieltomasz/qmd-as-md-obsidian
684,Soomda,By Michael Lee,102,Quickly hide your sidebars.,https://github.com/michaellee/soomda
685,Todoist Link,By dennisseidel,4181,Create Todoist tasks and projects including bidirectional links from Obsidian.,https://github.com/dennisseidel/obsidian-todoist-link
686,Hugo preview Obsidian,By fzdwx,386,Hugo preview for Obsidian.,https://github.com/fzdwx/hugo-preview-obsidian
687,Sort & Permute lines,By Vinzent,21334,Sort and Permute lines in whole file or selection.,https://github.com/Vinzent03/obsidian-sort-and-permute-lines
688,ReadItLater,By Dominik Pieper,29572,"Collect interesting information from you clipboard into your vault. A website will be converted to MD, Tweets and YouTube Videos embedded, plain text will just saved into a new notice.",https://github.com/DominikPieper/obsidian-ReadItLater
689,Fullscreen Focus Mode,By Razum,22881,Adds a command to view a single document leaf in a fullscreen focus mode.,https://github.com/Razumihin/obsidian-fullscreen-plugin
690,Amazing Marvin,By Shirayuki Nekomata,804,A simple plugin to help getting data from Amazing Marvin.,https://github.com/ikuyarihS/obsidian-amazingmarvin-plugin
691,Floating Search,By Boninall,1174,Search text by using Obsidian default search view.,https://github.com/Quorafind/Obsidian-Float-Search
692,Ketcher,By Yulei Chen,172,View or draw chemical structures and reactions using Ketcher.,https://github.com/yuleicul/obsidian-ketcher
693,Unfilled Stats Highlighter,By Zachary Hynes,99,"Streamline your stat/habit tracking process by automatically identifying and prefixing unfilled stats, making them easier to spot and fill out.",https://github.com/White7292/obsidian-hd-unfilled-stats-highlighter
694,Simple Note Review,By dartungar,3573,"Simple, customizable plugin for easy note review, resurfacing  & repetition.",https://github.com/dartungar/obsidian-simple-note-review
695,Budget WYSIWYG,By OwnJoke,5235,Automatically switches between preview mode and source mode based on if you are typing or not.,https://github.com/OwnJoke/obsidian-budget-wysiwyg
696,AutoMOC,By Diego Alcantara,2732,Looks for missing linked mentions to the current note and imports them into the current note.,https://github.com/dalcantara7/obsidian-auto-moc
697,Table Extended,By AidenLx,26198,Enable extended table support with MultiMarkdown 6 syntax.,https://github.com/aidenlx/table-extended
698,Code Block Labels,By Sean Bowers,916,Adds labels to fenced code blocks,https://github.com/stbowers/obsidian-codeblock-labels
699,Double Click Tab,By Boninall,736,"Modify the default behavior when you double click on the tab title, like close tab.",https://github.com/Quorafind/Obsidian-Double-Click-Tab
700,Link indexer,By Yuliya Bagriy,3138,Generate index notes with links based on various conditions.,https://github.com/aviskase/obsidian-link-indexer
701,Checkbox 3 states,By Renaud Héluin @ NovaGaïa,958,A third state to checkbox list.,https://github.com/hrenaud/obsidian-checkbox3states-plugin
702,Obsidian CircuitJS,By Steven Gann,498,Embeds CircuitJS circuit simulations into notes.,https://github.com/StevenGann/obsidian-circuitjs
703,Vextab,By Luis Guzman,243,Render guitar tablature and music notation using Vextab.,https://github.com/luigman/obsidian-vextab
704,CSV Table,By Adam Coddington,9713,Render CSV data as a table within your notes.,https://github.com/coddingtonbear/obsidian-csv-table
705,Image Upload Toolkit,By Addo Zhang,353,"Upload local images embedded in Markdown to remote store and export Markdown for publishing to static site. Currently, it supports Imgur and Aliyun OSS.",https://github.com/addozhang/obsidian-image-upload-toolkit
706,Base Tag Renderer,By Darren Kuro,911,Renders the basename of tags in preview mode.,https://github.com/darrenkuro/obsidian-basetag
707,Commander,By Johnny✨ and phibr0,66195,"Customize your workspace by adding commands everywhere, create macros and supercharge your mobile toolbar.",https://github.com/phibr0/obsidian-commander
708,Week Planner,By Ralf Wirdemann,2417,Defines commands for creating planning documents and moving tasks between them.,https://github.com/rwirdemann/obsidian-week-planner
709,Obsidian Camera,By Aldrin Jenson,2320,Create and save Snaps or Video Recordings directly from Obsidian desktop.,https://github.com/aldrinjenson/obsidian-camera
710,Focus and Highlight,By BO YI TSAI,2249,Highlight and focus on the currently selected heading.,https://github.com/nagi1999a/obsidian-focus-plugin
711,DEVONlink,By ryanjamurphy,4108,Open or reveal the current note in DEVONthink.,https://github.com/ryanjamurphy/DEVONlink-obsidian
712,Upcoming,By Charlie Chao,829,Open upcoming daily notes in their own panes.,https://github.com/charliecm/obsidian-upcoming
713,Custom Frames,By Ellpeck,40645,"Turns web apps into panes using iframes with custom styling. Also comes with presets for Google Keep, Todoist and more.",https://github.com/Ellpeck/ObsidianCustomFrames
714,Autoscroll,By Petr Nazarov,329,Automatically scroll down the content with the provided speed.,https://github.com/petr-nazarov/obsidian-autoscroll
715,Enlightenment,By ryanjamurphy,1240,"Pay attention to what you're paying attention to. Enlightenment adds a 'zen mode' for Preview, hiding the contents of your notes except for what's underneath your pointer.",https://github.com/ryanjamurphy/enlightenment-obsidian
716,Edit Gemini,By Basil_Mori,169,Edit and create .gmi files.,https://github.com/Basil-Mori/obsidian-edit-gemini
717,External Link Opener,By zorazrr,517,Open external links within Obsidian using a modal or a tab.,https://github.com/zorazrr/obsidian-link-opener
718,Meld Encrypt,By meld-cp,33864,Hide secrets in your notes.,https://github.com/meld-cp/obsidian-encrypt
719,Doubleshift,By Qwyntex,4716,Open the command palette by pressing Shift (or any other key) twice like in IntelliJ and create your own shortcuts.,https://github.com/Qwyntex/doubleshift
720,Command Palette--,By qawatake,853,Command palette without unwanted commands.,https://github.com/qawatake/obsidian-command-palette-minus-plugin
721,Wordnik Definitions,By Henry Gustafson,423,Grabs information from Wordnik for a topic and brings it into Obsidian notes.,https://github.com/lizard-heart/obsidian-wordnik-definitions
722,Sequence Hotkeys,By Ruan Moolman,1246,Set hotkeys with key sequences instead of a single chord.,https://github.com/moolmanruan/obsidian-sequence-hotkeys
723,PlantUML,By Johannes Theiner,36721,Generate PlantUML diagrams.,https://github.com/joethei/obsidian-plantuml
724,Custom Classes,By Lila Rest,932,Add your own HTML classes to chosen Markdown elements directly from your notes.,https://github.com/LilaRest/obsidian-custom-classes
725,Lineup Builder,By James Fallon,243,Build football lineups in Obsidian.,https://github.com/James-Fallon/obsidian-lineup-builder
726,Image Caption,By bicarlsen,10541,Add caption to images.,https://github.com/bicarlsen/obsidian_image_caption
727,Advanced URI,By Vinzent,144985,Control everything in Obsidian with URI.,https://github.com/Vinzent03/obsidian-advanced-uri
728,CardBoard,By roovo,28816,Display Markdown tasks on kanban-style boards.,https://github.com/roovo/obsidian-card-board
729,GPT-3 Notes,By micahke,13720,Generate notes on any subject using OpenAI's GPT-3 language model.,https://github.com/micahke/obsidian-gpt3-notes
730,Links,By MiiKey,1291,Manipulate links,https://github.com/mii-key/obsidian-links
731,AI Assistant,By Quentin Grail,1086,AI Assistant plugin for Obsidian.,https://github.com/qgrail/obsidian-ai-assistant
732,Janitor,By Gabriele Cannata,9686,Perform cleanup tasks on the Obsidian vault.,https://github.com/Canna71/obsidian-janitor
733,Liquid Templates,By Diomede Tripicchio,1329,Create your templates with LiquidJS tags support.,https://github.com/oeN/liquid-template
734,Hider,By @kepano,100135,"Hide UI elements such as tooltips, status, titlebar and more.",https://github.com/kepano/obsidian-hider
735,Front Matter Title,By Snezhig,10334,Lets you define a title in frontmatter to be displayed as the filename.,https://github.com/snezhig/obsidian-front-matter-title
736,Multi-Column Markdown,By Cameron Robinson,49536,Create Markdown documents with multiple columns of content viewable within Obsidian's preview mode.,https://github.com/ckRobinson/multi-column-markdown
737,Obsius Publish,By Jon Grythe Stødle,3228,Make single notes instantly available on the web.,https://github.com/jonstodle/obsius-obsidian-plugin
738,Obsidian MtG,By omardelarosa,473,Manage Magic: The Gathering decks and card lists as Obsidian notes.,https://github.com/omardelarosa/obsidian-mtg
739,Regex Find/Replace,By Martin Eder,11366,Provides a Find/Replace dialog which optionally supports regular expressions and scope (full document or text selection).,https://github.com/Gru80/obsidian-regex-replace
740,Emoji Toolbar,By oliveryh,184218,Quickly search for and insert emojis into your editor.,https://github.com/oliveryh/obsidian-emoji-toolbar
741,Readwise Community,By renehernandez,4579,Sync Readwise highlights into your notes,https://github.com/renehernandez/obsidian-readwise
742,Onyx Boox Annotation & Highlight Extractor,By Akos Balasko,859,"Extracts annotations and highlights files exported from Onyx Boox tablets, and converts them to reference, literature and permanent notes fitting to the Zettelkasten method.",https://github.com/akosbalasko/Onyx-Boox-Annotation-Highlight-Extractor
743,Charts View,By caronchen,25549,"Data visualization solution in Obsidian, support plots and graphs.",https://github.com/caronchen/obsidian-chartsview-plugin
744,WordPress,By devbean,5945,Publish your Obsidian documents to WordPress.,https://github.com/devbean/obsidian-wordpress
745,ibook,By bingryan,4666,Export your Apple iBook hightlights and annotations into your Obsidian vault.,https://github.com/bingryan/obsidian-ibook-plugin
746,Smart Rename,By mnaoumov,169,Renames notes keeping previous title in existing links,https://github.com/mnaoumov/obsidian-smart-rename
747,Auto Template Trigger,By Numeroflip,527,"Automatically prompt for a template, when creating a note.",https://github.com/numeroflip/obsidian-auto-template-prompt
748,Obsidian Trello,By OfficerHalf,4623,Connect Trello cards to Obsidian notes.,https://github.com/OfficerHalf/obsidian-trello
749,Aut-O-Backups,By ryanpcmcquen,4229,Automated Dropbox backups of your entire vault.,https://github.com/ryanpcmcquen/obsidian-dropbox-backups
750,Latex Matrices,By Daniele Susino,105,Speedup latex matrices writing.,https://github.com/Deltekk/Obsidian-Latex-Matrices
751,Vega Visualizations,By Justin Kim,519,Create highly-customizable data visualizations like line charts and scatter plots using Vega or Vega-Lite.,https://github.com/Some-Regular-Person/obsidian-vega
752,Note Folder Autorename,By PJ Eby,6772,Turn notes into folders and automaticaly move/rename their folders when they move or are renamed.,https://github.com/pjeby/note-folder-autorename
753,Journal Review,By Kageetai,660,"Review your daily notes on their anniversaries, like ""what happened today last year"".",https://github.com/Kageetai/obsidian-plugin-journal-review
754,Mark and Select,By anselmwang,594,"Set mark, move cursors freely and select from mark to cursor position.",https://github.com/anselmwang/obsidian-mark-and-select
755,Embedded Code Title,By tadashi-aikawa,6640,Embeds title to code blocks.,https://github.com/tadashi-aikawa/obsidian-embedded-code-title
756,Canvas Random Note,By jmilldotdev,429,Add random notes from your vault to the Obsidian canvas.,https://github.com/jmilldotdev/obsidian-canvas-randomnote
757,Obsidian Leaflet,By Jeremy Valentine,65835,Interactive maps inside your notes.,https://github.com/javalent/obsidian-leaflet
758,TikZJax,By artisticat1,5766,Render LaTeX and TikZ diagrams in your notes.,https://github.com/artisticat1/obsidian-tikzjax
759,Dynbedded,By Marcus Breiden,507,Dynamic embeds for Obsidian.,https://github.com/MMoMM-org/obsidian-dynbedded
760,Inline Scripts,By Jonathan Heard,5603,Type text shortcuts which are then replaced with JavaScript generated text.,https://github.com/jon-heard/obsidian-inline-scripts
761,Adamantine Pick,By Urist McMiner,253,Embeddable Pikchr diagrams renderer plugin for Obsidian.,https://github.com/notlibrary/obsidian-adamantine-pick
762,Juggl,By Emile van Krieken,46997,"Adds a completely interactive, stylable and expandable graph view to Obsidian.",https://github.com/HEmile/juggl
763,Timestamp Notes,By Julian Grunauer,6631,Allows side-by-side notetaking with videos. Annotate your notes with timestamps to directly control the video and remember where each note comes from.,https://github.com/juliang22/ObsidianTimestampNotes
764,WaveDrom,By Alex Stewart,596,Simple plugin for creating wavedrom plots.,https://github.com/kingsquirrel152/obsidian-wavedrom
765,Apply Patterns,By Jacob Levernier,3203,Apply custom patterns of find-and-replace in succession to text.,https://github.com/jglev/obsidian-apply-patterns-plugin
766,Hidden Folder,By ptrsvltns,1088,Hidden Folder.,https://github.com/ptrsvltns/hidden-folder-obsidian
767,Overdue,By Peter Parente,996,Marks items as [[Overdue]] if they are not checked off by their due date.,https://github.com/parente/obsidian-overdue
768,Desmos,By Nigecat,4100,Embed Desmos graphs into your notes.,https://github.com/Nigecat/obsidian-desmos
769,Quick Explorer,By PJ Eby,62087,"Perform file explorer operations (and see your current file path) from the title bar, using the mouse or keyboard",https://github.com/pjeby/quick-explorer
770,Search++,By Noureddine Haouari,2429,"Allow inserting text context search results on the active note, the plugin is based on the plugin mrj-text-expand-witb-text by MrJackphil.",https://github.com/nhaouari/searchpp
771,Archiver,By ivan-lednev,11986,Move completed tasks to an archive with a date tree,https://github.com/ivan-lednev/obsidian-task-archiver
772,Tasks,By Martin Schenck and Clare Macrae,488226,Task management for Obsidian,https://github.com/obsidian-tasks-group/obsidian-tasks
773,Readavocado Sync,By Cyrus Zhang,159,Sync your Readavocado highlights with Obsidian,https://github.com/innneang/obsidian-readavocado-sync
774,Vault Statistics,By Bryan Kyle,19583,"Status bar item with vault statistics such as number of notes, files, attachments, and links.",https://github.com/bkyle/obsidian-vault-statistics-plugin
775,Image auto upload Plugin,By renmu123,43063,Upload images from your clipboard by PicGo.,https://github.com/renmu123/obsidian-image-auto-upload-plugin
776,Quote Share,By DuocNV,495,Easily generate beautiful gradient images from text and share them on social media.,https://github.com/nguyenvanduocit/quote-share
777,Recall,By Martin Jirlow,3550,A flexible and configurable spaced repetition plugin with multiple algorithms to choose from.,https://github.com/martin-jw/obsidian-recall
778,Todoist Text,By Wes Moncrief,3479,Integrate your Todoist tasks with Markdown checkboxes.,https://github.com/wesmoncrief/obsidian-todoist-text
779,Source Code Note,By Waiting,172,Helps you organize source code note easily.,https://github.com/waiting0324/obsidian-code-note
780,Bible Linker,By Jakub Kuchejda,3724,Link/Copy multiple Bible verses easily using your own Bible files. Compatible with the Bible Study Kit.,https://github.com/kuchejak/obsidian-bible-linker-plugin
781,RSS Reader,By Johannes Theiner,16454,Read articles from RSS feeds and incorporate them into your notes.,https://github.com/joethei/obsidian-rss
782,Obsidian Memos,By Boninall,48942,Works perfect with your journal,https://github.com/Quorafind/Obsidian-Memos
783,URL Namer,By zfei,1010,Retrieves the HTML titles to name the raw URL links.,https://github.com/zfei/obsidian-url-namer
784,2Hop Links Plugin,By Tokuhiro Matsuno,3248,Display the page linked 2hop ahead.,https://github.com/tokuhirom/obsidian-2hop-links-plugin
785,Sentence Navigator,By Tim Hor & Andrew Brown,1561,Manipulate sentences as a unit of movement.,https://github.com/timhor/obsidian-sentence-navigator
786,Plugins Galore,By dylanpizzo,1378,Easily sideload other plugins.,https://github.com/plugins-galore/obsidian-plugins-galore
787,Copy Search URL,By Carlo Zottmann,1225,Adds a button to the search view for copying the Obsidian search URL.,https://github.com/czottmann/obsidian-copy-search-url
788,Status Bar Pomodoro Timer,By kzhovn,20489,Adds a pomodoro timer to your status bar.,https://github.com/kzhovn/statusbar-pomo-obsidian
789,Obsidian Graphviz,By Feng Peng,3988,Render Graphviz diagrams.,https://github.com/QAMichaelPeng/obsidian-graphviz
790,Markdown Furigana,By Steven Kraft,3925,Simple Markdown to Furigana Rendering Plugin for Obsidian.,https://github.com/steven-kraft/obsidian-markdown-furigana
791,Folder Focus Mode,By grochowski,4640,"Focus file explorer on chosen folder and its files and subdirectories, while hiding all the other elements.",https://github.com/grochowski/obsidian-folder-focus-mode
792,Advanced Slides,By MSzturc,545425,Create Markdown-based presentations in Obsidian.,https://github.com/MSzturc/obsidian-advanced-slides
793,Word Sprint,By Andrew Lombardi,4047,Word Sprint for your writing projects like NaNoWriMo.,https://github.com/kinabalu/obsidian-word-sprint
794,Todoist completed tasks,By Andrey Kulishov,2174,Add completed Todoist tasks to your Obsidian notes.,https://github.com/Ledaryy/obsidian-todoist-completed-tasks
795,Export Image plugin,By Zhou Hua,1832,Easily convert your article to image.,https://github.com/zhouhua/obsidian-export-image
796,Hover External Link,By Jamie Brynes,2171,Hover on external links to see the destination URL.,https://github.com/jamiebrynes7/obsidian-hover-external-link
797,Aggregator,By SErAphLi,601,"Helps you gather information from files, and make a summary in the file.",https://github.com/Seraphli/obsidian-aggregator
798,Mathpad,By Gabriele Cannata,3209,Computer Algebra System and calculator for Obsidian,https://github.com/Canna71/obsidian-mathpad
799,Expand Bullet,By Boninall,1036,Transform bullet content into note.,https://github.com/Quorafind/Obsidian-Expand-Bullet
800,Wordy,By nqthqn,1662,"Thesaurus, Rhymes and more using the Datamuse API. Find related words easily.",https://github.com/nqthqn/obsidian-wordy
801,Navigate Cursor History,By heycalmdown,1333,Remembers the recent cursor positions history and allows you to jump to them back and forth like VS Code.,https://github.com/heycalmdown/navigate-cursor-history
802,Filename Heading Sync,By dvcrn,27751,Keep the filename with the first heading of a file in sync.,https://github.com/dvcrn/obsidian-filename-heading-sync
803,Projects,By Marcus Olsson,85036,Project management for Obsidian.,https://github.com/marcusolsson/obsidian-projects
804,Day Planner,By James Lynch,191032,Day planning and managing pomodoro timers from a task list in a Markdown note.,https://github.com/lynchjames/obsidian-day-planner
805,CodeMirror Options,By nothingislost,29367,"Enhance Obsidian's desktop edit mode with features such as WYSIWYG / Live Preview, Syntax Highlighting, and more.",https://github.com/nothingislost/obsidian-codemirror-options
806,Rant-Lang,By Leander Neiß,745,Thin wrapper around the high-level procedural templating language Rant.,https://github.com/lanice/obsidian-rant
807,Taskbone OCR,By Dominik Schlund,7484,Extract text from images and make it available for search.,https://github.com/schlundd/obsidian-ocr-plugin
808,cMenu,By Chetachi,91899,Adds a minimal text editor modal for a smoother writing/editing experience.,https://github.com/chetachiezikeuzor/cMenu-Plugin
809,Literate Haskell,By James Jensen,184,Integrate .lhs files into your PKM.,https://github.com/jajaperson/obsidian-literate-haskell
810,Banners,By Danny Hernandez,82549,Add banner images to your notes!,https://github.com/noatpad/obsidian-banners
811,Note Linker,By Alexander Weichart,4764,Automatically find and create new links between notes.,https://github.com/AlexW00/obsidian-note-linker
812,Trash Explorer,By Per Mortensen,2594,Restore and delete files from the Obsidian .trash folder,https://github.com/proog/obsidian-trash-explorer
813,Kanban,By mgmeyers,689457,Create Markdown-backed Kanban boards in Obsidian.,https://github.com/mgmeyers/obsidian-kanban
